NF dB10 X,NF dB10 Y
353000000,2.282673537568577
353200000,2.276083304257597
353400000,2.269495425023377
353600000,2.262909933911276
353800000,2.256326865152042
354000000,2.249746253165687
354200000,2.243168132559691
354400000,2.236592538130653
354600000,2.23001950486471
354800000,2.22344906793729
355000000,2.216881262714903
355200000,2.21031612475424
355400000,2.203753689803365
355600000,2.197193993802313
355800000,2.190637072883641
356000000,2.184082963372387
356200000,2.177531701786789
356400000,2.170983324839107
356600000,2.164437869435399
356800000,2.157895372677282
357000000,2.151355871860477
357200000,2.144819404476718
357400000,2.138286008214663
357600000,2.131755720958187
357800000,2.125228580789298
358000000,2.118704625986832
358200000,2.112183895027758
358400000,2.105666426587437
358600000,2.099152259540839
358800000,2.092641432960577
359000000,2.086133986120463
359200000,2.079629958493881
359400000,2.073129389754811
359600000,2.066632319778336
359800000,2.06013878864107
360000000,2.053648836621571
360200000,2.04716250420023
360400000,2.040679832060742
360600000,2.034200861089633
360800000,2.027725632376713
361000000,2.021254187216468
361200000,2.014786567107077
361400000,2.008322813751398
361600000,2.001862969057891
361800000,1.995407075140495
362000000,1.988955174317938
362200000,1.982507309116936
362400000,1.976063522269578
362600000,1.969623856715261
362800000,1.963188355600777
363000000,1.956757062280968
363200000,1.95033002031805
363400000,1.943907273483278
363600000,1.937488865756162
363800000,1.931074841325917
364000000,1.924665244590321
364200000,1.918260120157736
364400000,1.911859512845741
364600000,1.905463467683288
364800000,1.899072029909404
365000000,1.892685244974104
365200000,1.88630315853877
365400000,1.879925816476479
365600000,1.873553264871751
365800000,1.867185550022299
366000000,1.860822718436888
366200000,1.854464816837783
366400000,1.848111892160428
366600000,1.841763991552443
366800000,1.835421162376026
367000000,1.829083452206304
367200000,1.822750908832658
367400000,1.816423580258965
367600000,1.81010151470251
367800000,1.803784760595802
368000000,1.797473366586672
368200000,1.791167381536741
368400000,1.784866854523454
368600000,1.778571834840285
368800000,1.772282371994957
369000000,1.765998515711867
369200000,1.759720315931119
369400000,1.753447822808523
369600000,1.747181086716452
369800000,1.740920158243485
370000000,1.734665088194584
370200000,1.728415927591507
370400000,1.722172727672714
370600000,1.715935539893295
370800000,1.709704415925233
371000000,1.703479407657705
371200000,1.697260567197109
371400000,1.691047946866738
371600000,1.684841599206845
371800000,1.678641576975842
372000000,1.672447933148536
372200000,1.666260720918019
372400000,1.660079993693929
372600000,1.653905805103956
372800000,1.64773820899268
373000000,1.641577259422895
373200000,1.635423010673946
373400000,1.629275517243342
373600000,1.623134833845279
373800000,1.617001015411998
374000000,1.610874117092775
374200000,1.60475419425389
374400000,1.59864130247931
374600000,1.592535497569391
374800000,1.58643683554228
375000000,1.580345372632469
375200000,1.574261165291811
375400000,1.568184270188248
375600000,1.562114744206848
375800000,1.556052644448509
376000000,1.549998028231034
376200000,1.543950953087934
376400000,1.537911476768578
376600000,1.531879657238694
376800000,1.525855552678864
377000000,1.51983922148538
377200000,1.513830722269507
377400000,1.507830113857522
377600000,1.501837455290522
377800000,1.495852805823604
378000000,1.489876224926306
378200000,1.483907772282162
378400000,1.477947507787509
378600000,1.471995491553107
378800000,1.466051783901524
379000000,1.460116445368838
379200000,1.454189536702886
379400000,1.448271118863619
379600000,1.442361253022252
379800000,1.436460000561988
380000000,1.430567423075672
380200000,1.424683582367494
380400000,1.418808540451123
380600000,1.412942359549905
380800000,1.407085102096207
381000000,1.401236830730997
381200000,1.395397608303449
381400000,1.389567497870591
381600000,1.383746562695839
381800000,1.377934866250461
382000000,1.372132472210984
382200000,1.366339444459467
382400000,1.360555847083701
382600000,1.354781744375062
382800000,1.34901720082926
383000000,1.343262281145303
383200000,1.337517050224604
383400000,1.331781573170548
383600000,1.326055915288302
383800000,1.32034014208312
384000000,1.314634319260974
384200000,1.308938512726201
384400000,1.303252788582623
384600000,1.297577213131903
384800000,1.291911852872166
385000000,1.286256774498734
385200000,1.280612044902017
385400000,1.274977731167505
385600000,1.269353900574478
385800000,1.2637406205959
386000000,1.258137958896804
386200000,1.252545983333879
386400000,1.246964761954142
386600000,1.24139436299501
386800000,1.235834854882256
387000000,1.230286306229712
387200000,1.224748785838722
387400000,1.219222362695912
387600000,1.2137071059735
387800000,1.208203085027962
388000000,1.202710369398394
388200000,1.197229028806638
388400000,1.191759133155051
388600000,1.186300752526013
388800000,1.180853957181576
389000000,1.175418817560574
389200000,1.169995404279385
389400000,1.164583788129624
389600000,1.159184040077354
389800000,1.153796231262327
390000000,1.148420432996084
390200000,1.143056716761162
390400000,1.137705154209664
390600000,1.132365817162596
390800000,1.127038777607891
391000000,1.121724107699349
391200000,1.116421879755741
391400000,1.11113216625894
391600000,1.105855039852833
391800000,1.100590573342319
392000000,1.095338839691344
392200000,1.090099912021708
392400000,1.084873863611999
392600000,1.079660767895989
392800000,1.074460698460533
393000000,1.069273729045229
393200000,1.064099933540541
393400000,1.058939385985702
393600000,1.05379216056784
393800000,1.048658331620404
394000000,1.04353797362102
394200000,1.038431161191066
394400000,1.033337969092561
394600000,1.028258472228239
394800000,1.02319274563829
395000000,1.018140864499702
395200000,1.013102904124296
395400000,1.008078939957162
395600000,1.003069047574785
395800000,0.9980733026832609
396000000,0.9930917811169288
396200000,0.988124558835948
396400000,0.9831717119252728
396600000,0.978233316591795
396800000,0.97330944916394
397000000,0.9684001860884673
397200000,0.9635056039293672
397400000,0.9586257793657559
397600000,0.9537607891898676
397800000,0.948910710304966
398000000,0.944075619724001
398200000,0.9392555945672836
398400000,0.9344507120600811
398600000,0.9296610495312814
398800000,0.9248866844107602
399000000,0.9201276942277639
399200000,0.9153841566088915
399400000,0.9106561492753988
399600000,0.905943750041608
399800000,0.9012470368125638
400000000,0.8965660875819808
400200000,0.8919009804301634
400400000,0.8872517935210567
400600000,0.8826186051015878
400800000,0.8780014934975254
401000000,0.8734005371124423
401200000,0.8688158144253952
401400000,0.864247403987972
401600000,0.8596953844226284
401800000,0.8551598344199873
402000000,0.8506408327363258
402200000,0.8461384581916703
402400000,0.8416527896671606
402600000,0.8371839061024456
402800000,0.8327318864937223
403000000,0.8282968098902952
403200000,0.823878755393324
403400000,0.8194778021527228
403600000,0.8150940293640432
403800000,0.8107275162674554
404000000,0.80637834214334
404200000,0.8020465863113447
404400000,0.7977323281267047
404600000,0.7934356469780013
404800000,0.7891566222844861
405000000,0.7848953334936415
405200000,0.7806518600779354
405400000,0.7764262815326577
405600000,0.7722186773731881
405800000,0.7680291271314975
406000000,0.7638577103545776
406200000,0.7597045066008523
406400000,0.7555695954374154
406600000,0.7514530564375006
406800000,0.7473549691777213
407000000,0.7432754132344778
407200000,0.7392144681821998
407400000,0.7351722135897247
407600000,0.7311487290170581
407800000,0.7271440940138874
408000000,0.7231583881146999
408200000,0.7191916908376101
408400000,0.7152440816798191
408600000,0.7113156401160505
408800000,0.7074064455945088
409000000,0.7035165775341072
409200000,0.6996461153218875
409400000,0.695795138308932
409600000,0.6919637258087242
409800000,0.6881519570925231
410000000,0.6843599113872185
410200000,0.6805876678721289
410400000,0.6768353056752554
410600000,0.6731029038709092
410800000,0.6693905414757879
411000000,0.6656982974462023
411200000,0.662026250675175
411400000,0.6583744799881495
411600000,0.6547430641407415
411800000,0.6511320818153177
412000000,0.6475416116172028
412200000,0.643971732071972
412400000,0.6404225216215591
412600000,0.6368940586216798
412800000,0.6333864213378942
413000000,0.6298996879425298
413200000,0.626433936510902
413400000,0.622989245018982
413600000,0.6195656913385034
413800000,0.6161633532349718
414000000,0.6127823083632301
414200000,0.6094226342647285
414400000,0.6060844083635621
414600000,0.6027677079633356
414800000,0.5994726102437197
415000000,0.5961991922566511
415200000,0.592947530923248
415400000,0.5897177030297778
415600000,0.586509785224968
415800000,0.5833238540156379
416000000,0.5801599857636994
416200000,0.5770182566822674
416400000,0.5738987428324207
416600000,0.5708015201195521
416800000,0.5677266642894873
417000000,0.5646742509254888
417200000,0.5616443554440417
417400000,0.558637053091616
417600000,0.555652418941138
417800000,0.5526905278881524
418000000,0.5497514546470591
418200000,0.5468352737480147
418400000,0.5439420595327631
418600000,0.5410718861512147
418800000,0.5382248275579802
419000000,0.5354009575081924
419200000,0.5326003495544208
419400000,0.5298230770424714
419600000,0.5270692131083958
419800000,0.5243388306740294
420000000,0.5216320024436093
420200000,0.5189488009005818
420400000,0.5162892983031027
420600000,0.5136535666808114
420800000,0.5110416778309385
421000000,0.5084537033149078
421200000,0.5058897144542005
421400000,0.503349782326993
421600000,0.500833977764203
421800000,0.4983423713459122
422000000,0.4958750333976937
422200000,0.4934320339865991
422400000,0.491013442918026
422600000,0.4886193297312351
422800000,0.4862497636963242
423000000,0.483904813810199
423200000,0.4815845487925919
423400000,0.4792890370830161
423600000,0.4770183468363993
423800000,0.4747725459198838
424000000,0.4725517019085664
424200000,0.4703558820823266
424400000,0.4681851534217998
424600000,0.4660395826048668
424800000,0.4639192360027344
425000000,0.4618241796764422
425200000,0.4597544793731403
425400000,0.4577102005220559
425600000,0.4556914082317254
425800000,0.4536981672851302
426000000,0.4517305421368553
426200000,0.4497885969092357
426400000,0.4478723953885493
426600000,0.4459820010215299
426800000,0.4441174769116907
427000000,0.4422788858155453
427200000,0.4404662901391873
427400000,0.438679751934805
427600000,0.4369193328964935
427800000,0.4351850943571784
428000000,0.4334770972851386
428200000,0.4317954022796979
428400000,0.4301400695686106
428600000,0.4285111590036607
428800000,0.4269087300577876
429000000,0.425332841820967
429200000,0.42378355299719
429400000,0.4222609219007323
429600000,0.4207650064525817
429800000,0.4192958641771453
430000000,0.4178535521986031
430200000,0.4164381272376871
430400000,0.4150496456079985
430600000,0.4136881632125925
430800000,0.4123537355409188
431000000,0.4110464176650869
431200000,0.4097662642364278
431400000,0.4085133294825299
431600000,0.4072876672035046
431800000,0.4060893307688828
432000000,0.4049183731143652
432200000,0.4037748467381836
432400000,0.4026588036982559
432600000,0.4015702956087297
432800000,0.4005093736367786
433000000,0.3994760884993719
433200000,0.398470490460002
433400000,0.3974926293259156
433600000,0.3965425544443928
433800000,0.3956203147000403
434000000,0.3947259585114912
434200000,0.3938595338284289
434400000,0.3930210881283919
434600000,0.3922106684141047
434800000,0.3914283212098069
435000000,0.3906740925590063
435200000,0.3899480280208284
435400000,0.389250172667592
435600000,0.3885805710818244
435800000,0.387939267353024
436000000,0.3873263050751505
436200000,0.3867417273436332
436400000,0.3861855767526948
436600000,0.3856578953923253
436800000,0.3851587248458074
437000000,0.3846881061866674
437200000,0.3842460799763613
437400000,0.3838326862612682
437600000,0.3834479645701898
437800000,0.3830919539118036
438000000,0.3827646927718263
438200000,0.3824662191108109
438400000,0.382196570361299
438600000,0.3819557834255727
438800000,0.3817438946730009
439000000,0.3815609399375314
439200000,0.381406954515733
439400000,0.3812819731640005
439600000,0.3811860300962877
439800000,0.3811191589818777
440000000,0.3810813929431242
440200000,0.3810727645531001
440400000,0.3810933058334979
440600000,0.3811430482525086
440800000,0.3812220227223184
441000000,0.3813302595976636
441200000,0.3814677886729315
441400000,0.3816346391809905
441600000,0.3818308397903037
441800000,0.3820564186037564
442000000,0.3823114031563107
442200000,0.3825958204129657
442400000,0.3829096967673029
442600000,0.3832530580395759
442800000,0.383625929474439
443000000,0.3840283357398362
443200000,0.3844603009250648
443400000,0.3849218485388011
443600000,0.3854130015079191
443800000,0.3859337821757153
444000000,0.3864842123000664
444200000,0.3870643130524147
444400000,0.3876741050159005
444600000,0.388313608184058
444800000,0.3889828419592972
445000000,0.3896818251516651
445200000,0.3904105759775588
445400000,0.3911691120581645
445600000,0.3919574504184686
445800000,0.3927756074861415
446000000,0.3936235990897389
446200000,0.3945014404583552
446400000,0.3954091462201434
446600000,0.3963467304011861
446800000,0.3973142064248331
447000000,0.3983115871101558
447200000,0.3993388846715469
447400000,0.4003961107178275
447600000,0.4014832762508757
447800000,0.4026003916655133
448000000,0.4037474667480152
448200000,0.4049245106759708
448400000,0.4061315320175828
448600000,0.4073685387304063
448800000,0.4086355381614979
449000000,0.4099325370465526
449200000,0.4112595415091124
449400000,0.4126165570606035
449600000,0.4140035885996323
449800000,0.415420640411493
450000000,0.41686771616808
450200000,0.4183448189274334
450400000,0.4198519511333746
450600000,0.4213891146157556
450800000,0.4229563105894684
451000000,0.4245535396551273
451200000,0.426180801798472
451400000,0.4278380963905264
451600000,0.4295254221875333
451800000,0.4312427773309888
452000000,0.4329901593476527
452200000,0.4347675651500023
452400000,0.4365749910356613
452600000,0.4384124326885736
452800000,0.4402798851783599
453000000,0.4421773429612196
453200000,0.4441047998800371
453400000,0.4460622491644702
453600000,0.4480496834319292
453800000,0.4500670946879176
454000000,0.4521144743258232
454200000,0.4541918131284597
454400000,0.4562991012680168
454600000,0.4584363283068333
454800000,0.4606034831983414
455000000,0.4628005542870189
455200000,0.4650275293100036
455400000,0.4672843953975996
455600000,0.4695711390737447
455800000,0.4718877462574961
456000000,0.474234202263089
456200000,0.4766104918021934
456400000,0.4790165989834336
456600000,0.4814525073144503
456800000,0.4839181997025976
457000000,0.4864136584561207
457200000,0.4889388652853687
457400000,0.4914938013037458
457600000,0.4940784470293421
457800000,0.4966927823859346
458000000,0.4993367867043311
458200000,0.5020104387237594
458400000,0.5047137165932426
458600000,0.5074465978732977
458800000,0.5102090595365598
459000000,0.5130010779708013
459200000,0.5158226289787711
459400000,0.5186736877810556
459600000,0.5215542290169647
459800000,0.5244642267464744
460000000,0.5274036544520416
460200000,0.5303724850404571
460400000,0.5333706908436942
460600000,0.5363982436220501
460800000,0.5394551145650113
461000000,0.5425412742935081
461200000,0.5456566928617512
461400000,0.5488013397593655
461600000,0.5519751839130398
461800000,0.5551781936891966
462000000,0.5584103368946814
462200000,0.5616715807808633
462400000,0.5649618920438323
462600000,0.5682812368277855
462800000,0.5716295807269718
463000000,0.5750068887873014
463200000,0.5784131255093405
463400000,0.5818482548505874
463600000,0.5853122402273294
463800000,0.5888050445170701
464000000,0.592326630061471
464200000,0.5958769586681778
464400000,0.599455991613175
464600000,0.603063689644291
464800000,0.6067000129823161
465000000,0.6103649213244821
465200000,0.614058373846827
465400000,0.6177803292068735
465600000,0.6215307455457935
465800000,0.6253095804913527
466000000,0.6291167911612909
466200000,0.6329523341646697
466400000,0.6368161656057136
466600000,0.6407082410862057
466800000,0.6446285157082079
467000000,0.6485769440768513
467200000,0.6525534803037275
467400000,0.6565580780088411
467600000,0.6605906903242352
467800000,0.6646512698970639
468000000,0.6687397688913345
468200000,0.6728561389924931
468400000,0.6770003314091022
468600000,0.6811722968771966
468800000,0.6853719856617685
469000000,0.6895993475605866
469200000,0.693854331908213
469400000,0.6981368875770512
469600000,0.7024469629827462
469800000,0.7067845060857945
470000000,0.7111494643946874
470200000,0.7155417849703507
470400000,0.7199614144282539
470600000,0.7244082989420184
470800000,0.7288823842469089
471000000,0.7333836156424512
471200000,0.7379119379964163
471400000,0.7424672957477091
471600000,0.747049632910083
471800000,0.751658893074621
472000000,0.7562950194148772
472200000,0.7609579546876395
472400000,0.7656476412391006
472600000,0.7703640210061879
472800000,0.775107035520734
473000000,0.7798766259134413
473200000,0.7846727329163251
473400000,0.789495296867301
473600000,0.7943442577123238
473800000,0.7992195550100513
474000000,0.8041211279348316
474200000,0.8090489152806352
474400000,0.8140028554636154
474600000,0.818982886526995
474800000,0.8239889461432848
475000000,0.8290209716189735
475200000,0.8340788998977332
475400000,0.8391626675632724
475600000,0.8442722108444957
475800000,0.8494074656170535
476000000,0.8545683674090748
476200000,0.859754851403572
476400000,0.8649668524417032
476600000,0.870204305027686
476800000,0.8754671433319
477000000,0.8807553011934637
477200000,0.8860687121259598
477400000,0.8914073093190246
477600000,0.896771025643768
477800000,0.9021597936552115
478000000,0.9075735455964116
478200000,0.9130122134023577
478400000,0.9184757287033064
478600000,0.9239640228284369
478800000,0.9294770268103615
479000000,0.9350146713875809
479200000,0.9405768870090286
479400000,0.9461636038374927
479600000,0.9517747517534514
479800000,0.9574102603589152
480000000,0.9630700589802471
480200000,0.9687540766734781
480400000,0.9744622422265076
480600000,0.9801944841630439
480800000,0.985950730747956
481000000,0.9917309099883974
481200000,0.9975349496394575
481400000,1.003362777206884
481600000,1.009214319951538
481800000,1.015089504892614
482000000,1.020988258811198
482200000,1.026910508253965
482400000,1.032856179538031
482600000,1.038825198752534
482800000,1.044817491764329
483000000,1.050832984220436
483200000,1.056871601552698
483400000,1.062933268979789
483600000,1.069017911513291
483800000,1.075125453958632
484000000,1.081255820921447
484200000,1.087408936809447
484400000,1.093584725836141
484600000,1.099783112025564
484800000,1.106004019214878
485000000,1.112247371058505
485200000,1.118513091031507
485400000,1.124801102433335
485600000,1.131111328390917
485800000,1.137443691863793
486000000,1.143798115645642
486200000,1.150174522369496
486400000,1.156572834510053
486600000,1.162992974388293
486800000,1.169434864174514
487000000,1.175898425891815
487200000,1.182383581419339
487400000,1.188890252497295
487600000,1.195418360728584
487800000,1.201967827582645
488000000,1.208538574400687
488200000,1.215130522396131
488400000,1.221743592661622
488600000,1.228377706169085
488800000,1.235032783775674
489000000,1.241708746225807
489200000,1.248405514154831
489400000,1.255123008093167
489600000,1.261861148468713
489800000,1.26861985561103
490000000,1.275399049753765
490200000,1.282198651038603
490400000,1.289018579518655
490600000,1.295858755162334
490800000,1.302719097854646
491000000,1.309599527402572
491200000,1.316499963537623
491400000,1.323420325918902
491600000,1.330360534136391
491800000,1.337320507714206
492000000,1.344300166114063
492200000,1.351299428738736
492400000,1.358318214933536
492600000,1.36535644399206
492800000,1.372414035157288
493000000,1.379490907625322
493200000,1.386586980549341
493400000,1.393702173041232
493600000,1.400836404175685
493800000,1.407989592993245
494000000,1.41516165850219
494200000,1.422352519683578
494400000,1.429562095492922
494600000,1.436790304862644
494800000,1.444037066706721
495000000,1.451302299922184
495200000,1.458585923393182
495400000,1.465887855992289
495600000,1.473208016585775
495800000,1.480546324034281
496000000,1.487902697197037
496200000,1.495277054933636
496400000,1.502669316108725
496600000,1.510079399591861
496800000,1.517507224263891
497000000,1.524952709016444
497200000,1.53241577275655
497400000,1.539896334408912
497600000,1.547394312919332
497800000,1.554909627255699
498000000,1.562442196411818
498200000,1.56999193941094
498400000,1.57755877530624
498600000,1.585142623185104
498800000,1.59274340217151
499000000,1.600361031427299
499200000,1.60799543015698
499400000,1.615646517608559
499600000,1.62331421307643
499800000,1.63099843590449
500000000,1.63869910548704
